metal,scenario,release_assumption,release_fraction,qm_mean_mg_g,emvp_mean_ug_L,emvp_ci_95_lower,emvp_ci_95_upper,background_ug_L,ratio_mean,ratio_ci95_lower,ratio_ci95_upper,base_interpretation,interpretation_note
Hg,moderate,high_release_25pct,0.25,0.031561304347826,7.98539457476e-05,2.324989204900222e-05,0.000203568609406375,0.1,0.000798539457476025,0.00023249892049,0.002035686094063775,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Hg,moderate,upper_bound_full_release,1.0,0.031561304347826,0.0003194157829904,9.299956819600887e-05,0.0008142744376255,0.1,0.0031941578299041,0.00092999568196,0.0081427443762551,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Hg,high,low_release_1pct,0.01,0.031561304347826,3.1592274147832004e-05,9.225601547959e-06,7.9319010442814e-05,0.1,0.00031592274147832904,9.2256015479591e-05,0.000793190104428142,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Hg,high,medium_release_10pct,0.1,0.031561304347826,0.00031592274147832004,9.225601547959e-05,0.00079319010442814,0.1,0.0031592274147832903,0.00092256015479591,0.00793190104428142,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Hg,high,high_release_25pct,0.25,0.031561304347826,0.0007898068536958,0.000230640038698975,0.00198297526107035,0.1,0.007898068536958226,0.002306400386989775,0.01982975261070355,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Hg,high,upper_bound_full_release,1.0,0.031561304347826,0.0031592274147832,0.0009225601547959,0.0079319010442814,0.1,0.0315922741478329,0.0092256015479591,0.0793190104428142,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Hg,extreme,low_release_1pct,0.01,0.031561304347826,0.000315695929711457,8.8586660568811e-05,0.000801757035808416,0.1,0.003156959297114579,0.0008858666056881099,0.008017570358084165,potentially_relevant,Scenario-based screening assumption: 1% release of sorbed metal.
Hg,extreme,medium_release_10pct,0.1,0.031561304347826,0.00315695929711457,0.00088586660568811,0.00801757035808416,0.1,0.03156959297114579,0.0088586660568811,0.08017570358084164,potentially_relevant,Scenario-based screening assumption: 10% release of sorbed metal.
Hg,extreme,high_release_25pct,0.25,0.031561304347826,0.007892398242786425,0.002214666514220275,0.0200439258952104,0.1,0.07892398242786447,0.02214666514220275,0.2004392589521041,potentially_relevant,Scenario-based screening assumption: 25% release of sorbed metal.
Hg,extreme,upper_bound_full_release,1.0,0.031561304347826,0.0315695929711457,0.0088586660568811,0.0801757035808416,0.1,0.3156959297114579,0.088586660568811,0.8017570358084164,potentially_relevant,Upper-bound screening assumption: 100% release of sorbed metal.
Mn,pristine,low_release_1pct,0.01,0.7505666666666667,7.479541561973892e-07,2.1431746341740215e-07,1.891686080535e-06,20.0,3.739770780986946e-08,1.0715873170870108e-08,9.458430402675556e-08,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Mn,pristine,medium_release_10pct,0.1,0.7505666666666667,7.479541561973893e-06,2.143174634174022e-06,1.891686080535e-05,20.0,3.739770780986946e-07,1.0715873170870108e-07,9.458430402675557e-07,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Mn,pristine,high_release_25pct,0.25,0.7505666666666667,1.869885390493473e-05,5.357936585435054e-06,4.7292152013375e-05,20.0,9.349426952467365e-07,2.678968292717527e-07,2.364607600668889e-06,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Mn,pristine,upper_bound_full_release,1.0,0.7505666666666667,7.479541561973892e-05,2.1431746341740216e-05,0.0001891686080535,20.0,3.739770780986946e-06,1.0715873170870107e-06,9.458430402675556e-06,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Mn,low,low_release_1pct,0.01,0.7505666666666667,7.520764863929e-06,2.219556466437e-06,1.9515025332071e-05,20.0,3.7603824319647835e-07,1.1097782332185648e-07,9.757512666035913e-07,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Mn,low,medium_release_10pct,0.1,0.7505666666666667,7.520764863929e-05,2.2195564664370004e-05,0.00019515025332071,20.0,3.760382431964783e-06,1.1097782332185649e-06,9.757512666035914e-06,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Mn,low,high_release_25pct,0.25,0.7505666666666667,0.000188019121598225,5.5488911660925e-05,0.000487875633301775,20.0,9.400956079911958e-06,2.774445583046412e-06,2.439378166508978e-05,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Mn,low,upper_bound_full_release,1.0,0.7505666666666667,0.0007520764863929,0.0002219556466437,0.0019515025332071,20.0,3.760382431964783e-05,1.1097782332185647e-05,9.757512666035912e-05,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Mn,moderate,low_release_1pct,0.01,0.7505666666666667,7.4529688753706e-05,2.1975599270094003e-05,0.000191695826128141,20.0,3.7264844376849998e-06,1.098779963504e-06,9.584791306407e-06,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Mn,moderate,medium_release_10pct,0.1,0.7505666666666667,0.00074529688753706,0.00021975599270094003,0.00191695826128141,20.0,3.726484437685e-05,1.0987799635040002e-05,9.584791306407001e-05,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Mn,moderate,high_release_25pct,0.25,0.7505666666666667,0.00186324221884265,0.00054938998175235,0.004792395653203525,20.0,9.3162110942125e-05,2.74694990876e-05,0.000239619782660175,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Mn,moderate,upper_bound_full_release,1.0,0.7505666666666667,0.0074529688753706,0.0021975599270094,0.0191695826128141,20.0,0.0003726484437685,0.0001098779963504,0.0009584791306407,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Mn,high,low_release_1pct,0.01,0.7505666666666667,0.000737410907325026,0.00021314531450920203,0.0018432923006904789,20.0,3.6870545366251004e-05,1.0657265725460002e-05,9.216461503452299e-05,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Mn,high,medium_release_10pct,0.1,0.7505666666666667,0.00737410907325026,0.00213145314509202,0.01843292300690479,20.0,0.00036870545366251005,0.00010657265725460001,0.00092164615034523,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Mn,high,high_release_25pct,0.25,0.7505666666666667,0.01843527268312565,0.00532863286273005,0.04608230751726197,20.0,0.000921763634156275,0.0002664316431365,0.002304115375863075,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Mn,high,upper_bound_full_release,1.0,0.7505666666666667,0.0737410907325026,0.0213145314509202,0.1843292300690479,20.0,0.0036870545366251,0.001065726572546,0.0092164615034523,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Mn,extreme,low_release_1pct,0.01,0.7505666666666667,0.007503669579660837,0.0021412471267309623,0.019241163568274933,20.0,0.000375183478983041,0.00010706235633654801,0.0009620581784137459,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Mn,extreme,medium_release_10pct,0.1,0.7505666666666667,0.07503669579660838,0.02141247126730962,0.19241163568274933,20.0,0.00375183478983041,0.00107062356336548,0.00962058178413746,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Mn,extreme,high_release_25pct,0.25,0.7505666666666667,0.18759173949152091,0.05353117816827405,0.4810290892068733,20.0,0.009379586974576025,0.0026765589084137,0.02405145446034365,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Mn,extreme,upper_bound_full_release,1.0,0.7505666666666667,0.7503669579660837,0.2141247126730962,1.9241163568274933,20.0,0.0375183478983041,0.0107062356336548,0.0962058178413746,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Ni,pristine,low_release_1pct,0.01,0.1304367999999999,1.303373735821858e-07,3.7397772227928475e-08,3.3587544061291716e-07,10.0,1.3033737358218581e-08,3.739777222792848e-09,3.3587544061291724e-08,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Ni,pristine,medium_release_10pct,0.1,0.1304367999999999,1.3033737358218579e-06,3.739777222792848e-07,3.3587544061291716e-06,10.0,1.3033737358218582e-07,3.7397772227928475e-08,3.358754406129172e-07,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Ni,pristine,high_release_25pct,0.25,0.1304367999999999,3.2584343395546445e-06,9.349443056982118e-07,8.396886015322929e-06,10.0,3.258434339554645e-07,9.349443056982118e-08,8.39688601532293e-07,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Ni,pristine,upper_bound_full_release,1.0,0.1304367999999999,1.3033737358218578e-05,3.7397772227928473e-06,3.3587544061291714e-05,10.0,1.303373735821858e-06,3.739777222792847e-07,3.358754406129172e-06,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Ni,low,low_release_1pct,0.01,0.1304367999999999,1.2919571964769999e-06,3.6223793684649833e-07,3.302563507183e-06,10.0,1.2919571964773584e-07,3.622379368464983e-08,3.3025635071839277e-07,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Ni,low,medium_release_10pct,0.1,0.1304367999999999,1.291957196477e-05,3.6223793684649833e-06,3.302563507183e-05,10.0,1.2919571964773586e-06,3.6223793684649833e-07,3.302563507183928e-06,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Ni,low,high_release_25pct,0.25,0.1304367999999999,3.2298929911925e-05,9.055948421162458e-06,8.2564087679575e-05,10.0,3.229892991193396e-06,9.055948421162457e-07,8.25640876795982e-06,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Ni,low,upper_bound_full_release,1.0,0.1304367999999999,0.0001291957196477,3.622379368464983e-05,0.0003302563507183,10.0,1.2919571964773584e-05,3.622379368464983e-06,3.302563507183928e-05,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Ni,moderate,low_release_1pct,0.01,0.1304367999999999,1.3084333943714e-05,3.871540286077e-06,3.3641450999722e-05,10.0,1.3084333943709998e-06,3.871540286077125e-07,3.3641450999720003e-06,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Ni,moderate,medium_release_10pct,0.1,0.1304367999999999,0.00013084333943714,3.871540286077e-05,0.00033641450999722,10.0,1.308433394371e-05,3.871540286077125e-06,3.3641450999720004e-05,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Ni,moderate,high_release_25pct,0.25,0.1304367999999999,0.00032710834859285,9.6788507151925e-05,0.00084103627499305,10.0,3.2710834859275e-05,9.678850715192812e-06,8.41036274993e-05,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Ni,moderate,upper_bound_full_release,1.0,0.1304367999999999,0.0013084333943714,0.0003871540286077,0.0033641450999722,10.0,0.0001308433394371,3.871540286077125e-05,0.0003364145099972,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Ni,high,low_release_1pct,0.01,0.1304367999999999,0.000131009330344743,3.7520617013501e-05,0.00033431200097305103,10.0,1.3100933034474001e-05,3.7520617013500003e-06,3.3431200097305e-05,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Ni,high,medium_release_10pct,0.1,0.1304367999999999,0.0013100933034474302,0.00037520617013501003,0.0033431200097305104,10.0,0.00013100933034474,3.7520617013500005e-05,0.00033431200097305,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Ni,high,high_release_25pct,0.25,0.1304367999999999,0.003275233258618575,0.000938015425337525,0.008357800024326276,10.0,0.00032752332586185,9.380154253375e-05,0.000835780002432625,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Ni,high,upper_bound_full_release,1.0,0.1304367999999999,0.0131009330344743,0.0037520617013501,0.0334312000973051,10.0,0.0013100933034474,0.000375206170135,0.0033431200097305,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Ni,extreme,low_release_1pct,0.01,0.1304367999999999,0.0013064447752253942,0.00037332939322450904,0.003347364236187665,10.0,0.000130644477522539,3.733293932245e-05,0.000334736423618766,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Ni,extreme,medium_release_10pct,0.1,0.1304367999999999,0.013064447752253941,0.0037332939322450905,0.03347364236187665,10.0,0.00130644477522539,0.0003733293932245,0.0033473642361876604,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Ni,extreme,high_release_25pct,0.25,0.1304367999999999,0.03266111938063485,0.009333234830612725,0.08368410590469162,10.0,0.003266111938063475,0.00093332348306125,0.00836841059046915,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Ni,extreme,upper_bound_full_release,1.0,0.1304367999999999,0.1306444775225394,0.0373329393224509,0.3347364236187665,10.0,0.0130644477522539,0.003733293932245,0.0334736423618766,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Pb,pristine,low_release_1pct,0.01,2.335978731325301,2.343929538816e-06,6.826448905507091e-07,6.052366723998e-06,2.0,1.171964769408e-06,3.4132244527535455e-07,3.026183361999e-06,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Pb,pristine,medium_release_10pct,0.1,2.335978731325301,2.343929538816e-05,6.826448905507091e-06,6.052366723998e-05,2.0,1.171964769408e-05,3.4132244527535455e-06,3.026183361999e-05,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Pb,pristine,high_release_25pct,0.25,2.335978731325301,5.85982384704e-05,1.7066122263767726e-05,0.00015130916809995,2.0,2.92991192352e-05,8.533061131883863e-06,7.5654584049975e-05,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Pb,pristine,upper_bound_full_release,1.0,2.335978731325301,0.0002343929538816,6.82644890550709e-05,0.0006052366723998,2.0,0.0001171964769408,3.413224452753545e-05,0.0003026183361999,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Pb,low,low_release_1pct,0.01,2.335978731325301,2.3546998212169e-05,6.770415030998e-06,6.013140348481701e-05,2.0,1.1773499106084e-05,3.385207515499e-06,3.0065701742408e-05,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Pb,low,medium_release_10pct,0.1,2.335978731325301,0.00023546998212169002,6.770415030998e-05,0.0006013140348481701,2.0,0.00011773499106084,3.385207515499e-05,0.00030065701742408,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Pb,low,high_release_25pct,0.25,2.335978731325301,0.000588674955304225,0.00016926037577495,0.001503285087120425,2.0,0.0002943374776521,8.4630187887475e-05,0.0007516425435602,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Pb,low,upper_bound_full_release,1.0,2.335978731325301,0.0023546998212169,0.0006770415030998,0.0060131403484817,2.0,0.0011773499106084,0.0003385207515499,0.0030065701742408,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Pb,moderate,low_release_1pct,0.01,2.335978731325301,0.000235110206773079,6.550188425522801e-05,0.000612570775067604,2.0,0.000117555103386539,3.2750942127614004e-05,0.000306285387533802,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Pb,moderate,medium_release_10pct,0.1,2.335978731325301,0.0023511020677307905,0.0006550188425522801,0.00612570775067604,2.0,0.00117555103386539,0.00032750942127614003,0.00306285387533802,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Pb,moderate,high_release_25pct,0.25,2.335978731325301,0.005877755169326975,0.0016375471063807,0.0153142693766901,2.0,0.002938877584663475,0.00081877355319035,0.00765713468834505,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Pb,moderate,upper_bound_full_release,1.0,2.335978731325301,0.0235110206773079,0.0065501884255228,0.0612570775067604,2.0,0.0117555103386539,0.0032750942127614,0.0306285387533802,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Pb,high,low_release_1pct,0.01,2.335978731325301,0.002340879378777958,0.000667925947734567,0.005889809371018877,2.0,0.001170439689388979,0.000333962973867283,0.002944904685509438,potentially_relevant,Scenario-based screening assumption: 1% release of sorbed metal.
Pb,high,medium_release_10pct,0.1,2.335978731325301,0.023408793787779582,0.00667925947734567,0.058898093710188774,2.0,0.011704396893889791,0.00333962973867283,0.02944904685509438,potentially_relevant,Scenario-based screening assumption: 10% release of sorbed metal.
Pb,high,high_release_25pct,0.25,2.335978731325301,0.05852198446944895,0.016698148693364175,0.14724523427547193,2.0,0.029260992234724476,0.008349074346682075,0.07362261713773595,potentially_relevant,Scenario-based screening assumption: 25% release of sorbed metal.
Pb,high,upper_bound_full_release,1.0,2.335978731325301,0.2340879378777958,0.0667925947734567,0.5889809371018877,2.0,0.1170439689388979,0.0333962973867283,0.2944904685509438,potentially_relevant,Upper-bound screening assumption: 100% release of sorbed metal.
Pb,extreme,low_release_1pct,0.01,2.335978731325301,0.023498244135343682,0.006574068679290045,0.06000160677532469,2.0,0.011749122067671841,0.003287034339645022,0.030000803387662346,dominant,Scenario-based screening assumption: 1% release of sorbed metal.
Pb,extreme,medium_release_10pct,0.1,2.335978731325301,0.23498244135343682,0.06574068679290045,0.600016067753247,2.0,0.11749122067671841,0.03287034339645022,0.3000080338766235,dominant,Scenario-based screening assumption: 10% release of sorbed metal.
Pb,extreme,high_release_25pct,0.25,2.335978731325301,0.587456103383592,0.16435171698225112,1.5000401693831173,2.0,0.293728051691796,0.08217585849112555,0.7500200846915587,dominant,Scenario-based screening assumption: 25% release of sorbed metal.
Pb,extreme,upper_bound_full_release,1.0,2.335978731325301,2.349824413534368,0.6574068679290045,6.000160677532469,2.0,1.174912206767184,0.3287034339645022,3.0000803387662347,dominant,Upper-bound screening assumption: 100% release of sorbed metal.
Zn,pristine,low_release_1pct,0.01,0.1561590833333333,1.562782953495624e-07,4.489596605505556e-08,4.0349800956885193e-07,50.0,3.125565906991248e-09,8.979193211011114e-10,8.069960191377039e-09,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Zn,pristine,medium_release_10pct,0.1,0.1561590833333333,1.5627829534956242e-06,4.4895966055055564e-07,4.034980095688519e-06,50.0,3.1255659069912484e-08,8.979193211011115e-09,8.069960191377038e-08,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Zn,pristine,high_release_25pct,0.25,0.1561590833333333,3.90695738373906e-06,1.122399151376389e-06,1.0087450239221298e-05,50.0,7.81391476747812e-08,2.2447983027527785e-08,2.0174900478442594e-07,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Zn,pristine,upper_bound_full_release,1.0,0.1561590833333333,1.562782953495624e-05,4.489596605505556e-06,4.034980095688519e-05,50.0,3.125565906991248e-07,8.979193211011114e-08,8.069960191377038e-07,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Zn,low,low_release_1pct,0.01,0.1561590833333333,1.5518783597009999e-06,4.4718498138893167e-07,4.033936473359e-06,50.0,3.103756719402651e-08,8.943699627778633e-09,8.067872946718023e-08,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Zn,low,medium_release_10pct,0.1,0.1561590833333333,1.551878359701e-05,4.471849813889317e-06,4.0339364733590004e-05,50.0,3.103756719402651e-07,8.943699627778634e-08,8.067872946718024e-07,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Zn,low,high_release_25pct,0.25,0.1561590833333333,3.8796958992525e-05,1.1179624534723292e-05,0.000100848411833975,50.0,7.759391798506627e-07,2.2359249069446583e-07,2.016968236679506e-06,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Zn,low,upper_bound_full_release,1.0,0.1561590833333333,0.0001551878359701,4.4718498138893166e-05,0.0004033936473359,50.0,3.1037567194026507e-06,8.943699627778633e-07,8.067872946718023e-06,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Zn,moderate,low_release_1pct,0.01,0.1561590833333333,1.562445051247e-05,4.485713669723001e-06,3.968393027205301e-05,50.0,3.124890102494137e-07,8.971427339446068e-08,7.936786054410783e-07,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Zn,moderate,medium_release_10pct,0.1,0.1561590833333333,0.0001562445051247,4.485713669723001e-05,0.00039683930272053,50.0,3.124890102494137e-06,8.971427339446068e-07,7.936786054410783e-06,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Zn,moderate,high_release_25pct,0.25,0.1561590833333333,0.00039061126281175,0.000112142841743075,0.000992098256801325,50.0,7.812225256235342e-06,2.242856834861517e-06,1.9841965136026957e-05,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Zn,moderate,upper_bound_full_release,1.0,0.1561590833333333,0.001562445051247,0.0004485713669723,0.0039683930272053,50.0,3.124890102494137e-05,8.971427339446067e-06,7.936786054410783e-05,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Zn,high,low_release_1pct,0.01,0.1561590833333333,0.00015594145620624302,4.4924694093603e-05,0.00039296669436874205,50.0,3.118829124124e-06,8.984938818720701e-07,7.859333887373999e-06,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Zn,high,medium_release_10pct,0.1,0.1561590833333333,0.00155941456206243,0.00044924694093603,0.003929666943687421,50.0,3.118829124124e-05,8.9849388187207e-06,7.859333887374001e-05,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Zn,high,high_release_25pct,0.25,0.1561590833333333,0.003898536405156075,0.001123117352340075,0.00982416735921855,50.0,7.79707281031e-05,2.246234704680175e-05,0.00019648334718435,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Zn,high,upper_bound_full_release,1.0,0.1561590833333333,0.0155941456206243,0.0044924694093603,0.0392966694368742,50.0,0.0003118829124124,8.9849388187207e-05,0.0007859333887374,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
Zn,extreme,low_release_1pct,0.01,0.1561590833333333,0.001565133705547982,0.000458388603480189,0.004031368783996044,50.0,3.1302674110959e-05,9.167772069603e-06,8.062737567991999e-05,likely_minor,Scenario-based screening assumption: 1% release of sorbed metal.
Zn,extreme,medium_release_10pct,0.1,0.1561590833333333,0.01565133705547982,0.00458388603480189,0.04031368783996044,50.0,0.00031302674110959003,9.167772069603e-05,0.0008062737567992,likely_minor,Scenario-based screening assumption: 10% release of sorbed metal.
Zn,extreme,high_release_25pct,0.25,0.1561590833333333,0.03912834263869955,0.011459715087004725,0.1007842195999011,50.0,0.000782566852773975,0.000229194301740075,0.002015684391998,likely_minor,Scenario-based screening assumption: 25% release of sorbed metal.
Zn,extreme,upper_bound_full_release,1.0,0.1561590833333333,0.1565133705547982,0.0458388603480189,0.4031368783996044,50.0,0.0031302674110959,0.0009167772069603,0.008062737567992,likely_minor,Upper-bound screening assumption: 100% release of sorbed metal.
